Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1786263411,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786263412,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786263413,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786263414,50,,Aggregated,0.000000,0.000000,2300,2500,2500,2500,2900,2900,2900,2900,2900,2900,2900,47,0,2300,2417.0970967475405,2064.699649810791,2927.5524616241455,0.0
1786263415,50,,Aggregated,0.000000,0.000000,2300,2500,2500,2800,2900,3000,3000,3000,3000,3000,3000,52,0,2300,2407.5882251446064,1199.4009017944336,3006.6843032836914,6.076923076923077
1786263416,50,,Aggregated,0.000000,0.000000,2300,2500,2700,2700,2900,2900,3000,3000,3000,3000,3000,82,0,2300,2387.800562672499,1199.4009017944336,3006.6843032836914,68.48780487804878
1786263417,50,,Aggregated,12.500000,0.000000,2500,2600,2700,2900,3000,3400,3500,3600,3600,3600,3600,94,0,2500,2485.836049343677,1199.4009017944336,3638.2217407226562,79.91489361702128
1786263418,50,,Aggregated,10.400000,0.000000,2500,2900,3100,3300,4300,4500,4600,4700,4700,4700,4700,120,0,2500,2737.7501487731934,1199.4009017944336,4694.491386413574,99.86666666666666
1786263419,50,,Aggregated,13.666667,0.000000,2600,3000,3300,3400,4500,4700,4700,5200,5300,5300,5300,136,0,2600,2876.8923755954293,1199.4009017944336,5308.939456939697,109.38235294117646
1786263421,50,,Aggregated,13.428571,0.000000,2700,3000,3400,3600,4700,5300,6000,6200,6200,6200,6200,162,0,2600,3001.1272371551136,1199.4009017944336,6237.162828445435,124.01234567901234
1786263422,50,,Aggregated,15.250000,0.000000,2600,3000,3500,3900,4700,6000,6800,7100,7300,7300,7300,192,0,2600,3033.661754180988,1159.757137298584,7299.043655395508,135.66666666666666
1786263423,50,,Aggregated,15.111111,0.000000,2600,3100,3500,4300,5300,6400,7900,8000,8200,8200,8200,208,0,2600,3123.5403154905025,989.6509647369385,8170.966148376465,137.3846153846154
1786263424,50,,Aggregated,16.200000,0.000000,2600,3000,3500,4300,5900,6800,8000,8200,9200,9200,9200,236,0,2600,3124.285185741166,989.6509647369385,9155.641317367554,143.864406779661
1786263425,50,,Aggregated,19.200000,0.000000,2600,3300,3900,4400,5900,7100,8000,8200,9200,9200,9200,268,0,2600,3225.2317791554465,855.9515476226807,9155.641317367554,151.19402985074626
1786263426,50,,Aggregated,23.600000,0.000000,2600,3100,3700,4400,5900,7100,8000,8200,9200,9200,9200,300,0,2600,3089.6128821372986,486.3395690917969,9155.641317367554,153.46
1786263427,50,,Aggregated,21.800000,0.000000,2600,3100,3600,4300,5400,7100,8000,8400,9200,9200,9200,332,0,2600,3073.684484843748,486.3395690917969,9155.641317367554,156.72289156626505
1786263428,50,,Aggregated,21.800000,0.000000,2500,3000,3500,4100,5300,6800,8000,8400,9200,9200,9200,346,0,2500,3000.115668153487,468.95742416381836,9155.641317367554,156.77456647398844
1786263429,50,,Aggregated,24.600000,0.000000,2500,3000,3500,3900,5200,6400,8000,8400,9200,9200,9200,366,0,2500,2958.232146143262,468.95742416381836,9155.641317367554,157.224043715847
1786263430,50,,Aggregated,24.600000,0.000000,2500,3000,3400,3700,5200,6400,8000,8400,9200,9200,9200,394,0,2500,2945.9279140240046,468.95742416381836,9155.641317367554,158.80710659898477
1786263431,50,,Aggregated,24.200000,0.000000,2500,3000,3400,3700,5100,6400,8000,8200,9200,9200,9200,424,0,2500,2915.14996650084,468.95742416381836,9155.641317367554,159.5754716981132
1786263432,50,,Aggregated,24.200000,0.000000,2500,3000,3400,3700,5200,6800,8000,8400,9200,9200,9200,428,0,2500,2935.717154886121,468.95742416381836,9155.641317367554,159.5607476635514
1786263433,50,,Aggregated,26.000000,0.000000,2500,3000,3500,4000,5400,7100,8000,8400,9200,9200,9200,436,0,2500,2987.358897104176,468.95742416381836,9155.641317367554,160.1743119266055
1786263434,50,,Aggregated,23.600000,0.000000,2600,3300,3700,4300,5500,7100,8100,9000,11000,11000,11000,466,0,2600,3099.3271672162887,468.95742416381836,10847.130298614502,162.2274678111588
1786263435,50,,Aggregated,23.600000,0.000000,2600,3300,3700,4300,5400,7100,8100,9000,11000,11000,11000,472,0,2600,3087.999091310016,468.95742416381836,10847.130298614502,162.17372881355934
