Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
ws,connect,1000,1000,4100,4146.81046795845,4065.960168838501,4274.003505706787,0.0,26.860003863231167,26.860003863231167,4100,4200,4200,4200,4200,4200,4200,4300,4300,4300,4300
,Aggregated,1000,1000,4100,4146.81046795845,4065.960168838501,4274.003505706787,0.0,26.860003863231167,26.860003863231167,4100,4200,4200,4200,4200,4200,4200,4300,4300,4300,4300
