Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
ws,booking:complete,79,0,230,329.7505529620979,121.95634841918945,1893.136739730835,194.59493670886076,3.5565813641392476,0.0,230,300,310,340,680,930,1800,1900,1900,1900,1900
ws,booking:ttft,79,0,230,328.0837928192525,119.92597579956055,1892.4777507781982,194.59493670886076,3.5565813641392476,0.0,230,290,310,330,680,930,1800,1900,1900,1900,1900
ws,connect,10,0,2092.618942260742,2080.0312757492065,2074.944496154785,2092.618942260742,0.0,0.45020017267585416,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
ws,faq:complete,85,0,140,330.5807113647461,70.83392143249512,2005.6633949279785,160.63529411764705,3.82670146774476,0.0,140,200,270,390,570,1900,2000,2000,2000,2000,2000
ws,faq:ttft,85,0,79,255.4632635677562,42.66238212585449,1918.781042098999,160.63529411764705,3.82670146774476,0.0,79,130,190,220,460,1700,1900,1900,1900,1900,1900
,Aggregated,338,0,190,362.6714909570457,42.66238212585449,2092.618942260742,171.75739644970415,15.216765836443871,0.0,190,270,300,340,830,1900,2100,2100,2100,2100,2100
